enrollment_id,student_name,age,gender,city,course_name,course_category,course_fee,payment_status,completion_status,discount_code,enrollment_month,enrollment_year,referral_source,device_type
ENR1173,Vijaya Reddy,39,M,jaipuur,Statistics for Data Science,Data Science,Rs.7999,Paid,Completed,STUDENT15,Oct,2023,Instagram Ad,Desktop
ENR1174,Sameer Subramaniam,31,M,pune,Time Series Forecasting,MACHINE LEARNING,Rs 10999,Paid,Completed,,Dec,2023,WhatsApp Group,desktop
ENR1175,Shalini Murthy,37,Male,Jaipuur,Cyber Security Fundamentals,cyber security,₹9999,Failed,Incomplete,REFER10,Nov,2023,YouTube Ad,Tablet
ENR1176,Girish Goswami,20,M,Mumabi,Deep Learning Essentials,MACHINE LEARNING,Rs 18499,Paid,Completed,,Nov,2024,YouTube Ad,
ENR1177,Smita Kulkarni,43,FEMALE,Pune,Time Series Forecasting,Machine Learning,₹10999,Pending,Incomplete,WELCOME10,Dec,2023,YouTube Ad,desktop
ENR1178,Harish Reddy,29,male, Hyderabad,Network Security Essentials,cyber security,Rs 8499,Pending,Incomplete,,Jan,2024,Google Search,Desktop 
ENR1389,Pooja Bhatt,26,MALE,ahmedabad,Business Intelligence Reporting,business analytics,Rs 6999,Paid,Completed,,Oct,2023,Email Campaign,Desktop 
ENR1180,Rohit Das,26,Female,hydrabad,Business Intelligence Reporting,Data science,Rs.6999,Pending,Incomplete,FESTIVE30,Aug,2024,Google Search,Tablet
ENR1181,KRISHNA HEGDE,42,female,Gurgaon,Excel for Business,business analytics,Rs 2999,Failed,Incomplete,EARLYBIRD,Mar,2024,YouTube Ad,Desktop
ENR1182,Sameer Kamath,33,FEMALE,coimbatore,Digital Marketing Pro,Digital marketing,Rs.5999,Paid,Completed,FESTIVE30,Oct,2024,College Partnership,
ENR1183,Asha Tiwari,41,F, Indore,SQL Masterclass,Programing,INR 4999,Failed,Incomplete,NEW20,Jun,2023,YouTube Ad,Desktop
ENR1184,Ashok Gupta,45,female,Ranchi,Full Stack Web Development,Web development,₹14999,Paid,Incomplete,EARLYBIRD,Nov,2023,LinkedIn Post,Tablet
ENR1185,Priya More,30,Male,Noida,Social Media Marketing,Digital marketing,INR. 3999,Failed,Incomplete,FESTIVE30,Feb,2024,Instagram Ad,Tablet
ENR1186,Kavya Krishnan,37,,Vizag,Deep Learning Essentials,Artificial Intelligence,₹18499,Failed,Incomplete,CORP50,Sep,2024,Google Search,
ENR1187,Vijaya Kapoor,18,male,Nagpuur,Deep Learning Essentials,Artificial Intelligence,Rs 18499,Pending,Incomplete,,Jul,2024,College Partnership,MOBILE
ENR1188,Priya Kulkarni,36,Female, Noida,Cyber Security Fundamentals,Cybersecurity,INR. 9999,Pending,Incomplete,EARLYBIRD,Jul,2023,Google Search,desktop
ENR1189,Priya Chaudhary,32,M,vadodara,Statistics for Data Science, Data Science,INR 7999,Failed,Incomplete,ALUMNI20,Oct,2024,Instagram Ad,desktop
ENR1190,Divya Tiwari,21,FEMALE, Indore,Python for Data Science,DATA SCIENCE,INR. 8999,Pending,Incomplete,FESTIVE30,Sep,2023,Google Search,MOBILE
ENR1191,Kavitha Rajan,23,male,Pune ,Cyber Security Fundamentals,Cyber security,9999,Failed,Incomplete,REFER10,Sep,2023,Instagram Ad,mobile
ENR1192,Aditya More,41,Female,New Delhi,React & Node.js Bootcamp,Web development,Rs.13999,Paid,Incomplete,STUDENT15,Dec,2024,Email Campaign,MOBILE
ENR1193,Revathi Subramaniam,43,F,Dilli,Business Intelligence Reporting,DataScience,Rs 6999,Pending,Incomplete,REFER10,May,2023,Facebook Ad,MOBILE
ENR1194,Shweta Rao,42,female,Lucknow,Business Intelligence Reporting,Busniess Analytics,INR. 6999,Pending,Incomplete,ALUMNI20,Oct,2023,Instagram Ad,Desktop 
ENR1195,Pranav Kamath,28,F, Coimbatore,Python for Data Science,data science,Rs 8999,Failed,Incomplete,SUMMER25,Dec,2024,WhatsApp Group,Desktop
ENR1196,Sunita Kamath,32,Male,COIMBATORE,Excel for Business,Business Analytics,INR 2999,Paid,Completed,ALUMNI20,Oct,2023,WhatsApp Group,Tablet
ENR1197,Mythili Malhotra,30,,Lucknow,Social Media Marketing,Digital Marketing,Rs. 3999,Failed,Incomplete,STUDENT15,Apr,2024,Google Search,
ENR1198,Chitra Chopra,25,M,Bhubaneswar,Time Series Forecasting,ML,10999,Paid,Incomplete,,Mar,2024,Google Search,Desktop 
ENR1199, Preeti Gupta,21,F,hyderabad,Data Engineering with Python,data Science,INR 13499,Failed,Incomplete,FLASHSALE,Oct,2024,Instagram Ad,MOBILE
ENR1200,Varun Chaudhary,20,FEMALE,mysore,Ethical Hacking Bootcamp,cyber security,Rs.13999,Paid,Incomplete,FLASHSALE,Nov,2024,Google Search,Desktop
ENR1201,Shalini Kapoor ,27,male,indore,Business Intelligence Reporting,Business analytics,INR 6999,Paid,Completed,ALUMNI20,Jan,2023,YouTube Ad,Tablet
ENR1202,Vikram Subramaniam,35,MALE,hyderabad,Data Engineering with Python, Data Science,INR 13499,Pending,Incomplete,ALUMNI20,Nov,2024,LinkedIn Post,mobile
ENR1451,Sowmya Shukla,41,F,Luckhnow,Multi-Cloud Architecture,cloud compuing,Rs 17499,Paid,Incomplete,,Sep,2023,Walk-in,Desktop 
ENR1204,Pavan Gupta,,M,Chennai ,Data Engineering with Python,DATA SCIENCE,Rs 13499,Paid,Incomplete,ALUMNI20,Jul,2024,WhatsApp Group,
ENR1205,Sunil Kamath,37,MALE,Kolkata,SEO & SEM Masterclass,digital marketing,Rs. 4999,Paid,Incomplete,STUDENT15,Mar,2023,College Partnership,Tablet
ENR1206, Amit Murthy,36,M, mumbai,Google Cloud Essentials,cloud computing,₹10999,Paid,Completed,STUDENT15,Aug,2024,Instagram Ad,Desktop 
ENR1207,Sameer Sharma,42,FEMALE,LUCKNOW,Advanced Excel Dashboarding,programming,Rs. 3499,Pending,Incomplete,WELCOME10,May,2023,LinkedIn Post,Tablet
ENR1208,Asha Sharma,23,male,  Chennai,Python Programming Basics,Programming,₹3999,Paid,Completed,,Nov,2023,Friend Referral,Tablet
ENR1209,Rajesh Kumar,32,,kochi,ML with Scikit-Learn,machine learning,₹9499,Paid,Completed,SUMMER25,Jan,2024,Facebook Ad,MOBILE
ENR1210,Neha Malhotra,18,MALE,baroda,DevOps Foundations,Dev Ops,₹10499,Pending,Incomplete,,Aug,2023,LinkedIn Post,mobile
ENR1211,Archana Swamy,41,Male, Patna,Ethical Hacking Bootcamp,Cyber Security,Rs 13999,Paid,Incomplete,,Dec,2023,Google Search,Mobile
ENR1212,Manjula Trivedi,29,male,indore,AWS Cloud Practitioner,Cloud computing,₹12999,Failed,Incomplete,,Nov,2024,Email Campaign,Mobile
ENR1213,manjula das,,F,Mysuru,Full Stack Web Development,Web Development,Rs.14999,Pending,Incomplete,CORP50,Jan,2024,Email Campaign,Tablet
ENR1453,Srinivas Swamy,41,Female, mumbai,Cyber Security Fundamentals,Cyber Security,Rs. 9999,Paid,Completed,,Nov,2023,Instagram Ad,Tablet
ENR1215,Swati Rao,37,male,Indor,Linux for DevOps,devops,6999,Failed,Incomplete,WELCOME10,Oct,2023,Google Search,Mobile
ENR1216,Manoj Swamy,43,F, Coimbatore,Tableau for Analysts,Business analytics,Rs. 6499,Paid,Completed,,Nov,2024,Walk-in,Tablet
ENR1217,Asha Shinde,45,male, Jaipur,AWS Cloud Practitioner,Cloud computing,Rs. 12999,Paid,Completed,,Sep,2023,Google Search,Mobile
ENR1218,Rina Menon,27,Male, Kolkata,Docker & Kubernetes,Devops,₹12499,Paid,Completed,NEW20,Oct,2024,Friend Referral,Tablet
ENR1219,Satish Pandey,31,FEMALE,Noida ,Linux for DevOps,DevOPS,Rs. 6999,Pending,Incomplete,NEW20,Nov,2023,LinkedIn Post,Desktop 
ENR1220,Saritha Joshi,33,F,Hyderabad,Django for Beginners,WEB DEVELOPMENT,INR 7999,Paid,Incomplete,,Mar,2023,Email Campaign,desktop
ENR1221,Aarav Venkatesh,33,M,LUCKNOW,NLP with Python,artificial intelligence,Rs. 15999,Failed,Incomplete,WELCOME10,Jun,2024,LinkedIn Post,Desktop 
ENR1222,Gaurav Srivastava,24,MALE,Vadodara,Content Marketing Strategy,digital marketing,INR 3499,Paid,Completed,,Mar,2023,Friend Referral,mobile
ENR1223,Rekha Tiwari,23,,KOLKATA,SQL Masterclass,Programming ,₹4999,Failed,Incomplete,STUDENT15,Oct,2024,Google Search,Desktop 
ENR1224,Neha Srivastava,23,male,AHMEDABAD,Ethical Hacking Bootcamp,CYBER SECURITY,INR 13999,Paid,Completed,SUMMER25,Sep,2023,Email Campaign,mobile
ENR1225,Naresh Mishra,28,M,BHOPAL,Content Marketing Strategy,digital marketing,₹3499,Paid,Completed,,Feb,2023,LinkedIn Post,MOBILE
ENR1226,,43,,CHANDIGARH,Docker & Kubernetes,Dev Ops,12499,Pending,Incomplete,CORP50,Jun,2024,Google Search,
ENR1227,Bhavna Chauhan,38,Male,Vishakhapatnam,Advanced Excel Dashboarding,Programming ,3499,Failed,Incomplete,REFER10,May,2023,Email Campaign,Mobile
ENR1228,Priya Iyer,20,MALE, Kolkata,Power BI Analytics,Business Analytics,7499,Pending,Incomplete,,Jul,2023,Google Search,desktop
ENR1229,Varun Shinde,39,FEMALE,indore,ML with Scikit-Learn,Machine Learning,INR 9499,Pending,Incomplete,,Apr,2023,Email Campaign,Desktop
ENR1230,Rina Jain,28,Female,Nagpur,Cyber Security Fundamentals,Cybersecurity,Rs 9999,Paid,Completed,,Feb,2024,YouTube Ad,desktop
ENR1231,,30,Female, Delhi,UI/UX Design Essentials,Web development,₹8999,Paid,Incomplete,,Jun,2023,YouTube Ad,MOBILE
ENR1232,Prasad Shinde,27,Female, Ranchi,Django for Beginners,Web Dev,Rs. 7999,Failed,Incomplete,FESTIVE30,Apr,2024,Google Search,desktop
ENR1233,Satish Kulkarni ,33,F, Gurgaon,Full Stack Web Development,WEB DEVELOPMENT,Rs. 14999,Paid,Incomplete,,Mar,2023,Google Search,Tablet
ENR1234,Sneha Patil,44,Female,AHMEDABAD,React & Node.js Bootcamp,Web development,Rs 13999,Paid,Completed,FLASHSALE,Oct,2024,LinkedIn Post,desktop
ENR1235,Riya Tiwari,42,Male,Calcutta,Python for Data Science,data Science,Rs. 8999,Paid,Completed,FLASHSALE,Mar,2023,Email Campaign,MOBILE
ENR1236,Siddharth Rao,42,female,Chandigarh,Machine Learning Bootcamp,machine learning,16999,Paid,Completed,,Jun,2024,Walk-in,
ENR1237,Juhi Parikh,37,female,ranchi,AWS Cloud Practitioner,cloud compuing,Rs. 12999,Failed,Incomplete,,Sep,2023,College Partnership,Desktop
ENR1238,,25,female,Baroda,Python for Data Science,DATA SCIENCE,Rs 8999,Paid,Completed,CORP50,Oct,2024,Google Search,mobile
ENR1239,Varun Kulkarni,31,M,HYDERABAD,Advanced Excel Dashboarding,PROGRAMMING,Rs. 3499,Paid,Completed,CORP50,Aug,2024,WhatsApp Group,Mobile
ENR1240,Vikram Venkatesh,22,male,ranchi,UI/UX Design Essentials,web development,₹8999,Paid,Completed,,Feb,2023,Google Search,
ENR1241,Indira Bose,26,Male,hydrabad,NLP with Python,Artificial intelligence,Rs 15999,Paid,Incomplete,REFER10,Mar,2023,YouTube Ad,mobile
ENR1242,Ramesh Murthy,22,male,Chandigarh,Business Intelligence Reporting,Business Analytics,Rs.6999,Pending,Incomplete,CORP50,Aug,2023,College Partnership,desktop
ENR1243,Rina Singh,38,MALE,gurgaon,Linux for DevOps,DevOPS,₹6999,Pending,Incomplete,,Sep,2024,YouTube Ad,Mobile
ENR1244,Chitra Jadhav,40,MALE,Heyderabad,Advanced Excel Dashboarding,Programing,Rs. 3499,Failed,Incomplete,SUMMER25,Sep,2024,Email Campaign,MOBILE
ENR1245,Pallavi Rao,39,,Bengaluru,Power BI Analytics,Business analytics,INR 7499,Paid,Incomplete,CORP50,Dec,2024,Google Search,
ENR1246,Tanvi More,43,Male, Nagpur,ML with Scikit-Learn,MACHINE LEARNING,INR 9499,Pending,Incomplete,,Oct,2024,LinkedIn Post,desktop
ENR1247,abhishek krishnan,44,Female,cochin,UI/UX Design Essentials,web dev,INR. 8999,Paid,Completed,WELCOME10,Oct,2024,Facebook Ad,desktop
ENR1248,Ajay Patil,31,F,LUCKNOW,Advanced Excel Dashboarding,programming,INR. 3499,Paid,Completed,,Nov,2024,Facebook Ad,Desktop 
ENR1249,Ramesh Mishra,37,Male,Indor,Python Programming Basics,programing,Rs. 3999,Pending,Incomplete,EARLYBIRD,Dec,2024,Google Search,
ENR1250,Vikram Iyer,25,M,Patna,DevOps Foundations,devops,INR. 10499,Paid,Completed,FESTIVE30,Mar,2024,Instagram Ad,Desktop 
ENR1251,Prakash Natarajan,42,M,Channai,ML with Scikit-Learn,MACHINE LEARNING,Rs. 9499,Paid,Completed,CORP50,Mar,2024,Friend Referral,Mobile
ENR1252,Vikram Natarajan,42,MALE,Vishakhapatnam,NLP with Python,artificial intelligence,15999,Paid,Incomplete,,Jan,2024,YouTube Ad,Desktop
ENR1253,Manjula Verma,31,MALE, Delhi,Time Series Forecasting,Machine learning,INR. 10999,Failed,Incomplete,WELCOME10,May,2023,LinkedIn Post,MOBILE
ENR1254,Pranav Verma,25,female,Visakhapatnam,Machine Learning Bootcamp,MACHINE LEARNING,Rs.16999,Paid,Incomplete,,Nov,2023,Google Search,Desktop
ENR1255,Ravi Murthy,31,MALE,jaipuur,Advanced Excel Dashboarding,programming,Rs. 3499,Paid,Completed,,Apr,2024,Friend Referral,Tablet
ENR1256,Aarav More,24,FEMALE,Mysuru,Docker & Kubernetes,Devops,Rs. 12499,Pending,Incomplete,CORP50,Oct,2023,Friend Referral,Tablet
ENR1257,Deepa Patel,39,Male,Channai,CI/CD Pipeline Mastery,Dev Ops,INR 11999,Pending,Incomplete,,Mar,2023,Instagram Ad,Desktop
ENR1258, Karan Kapoor,44,M,Dilli,NLP with Python,Artifical Intelligence,15999,Paid,Incomplete,WELCOME10,Jan,2024,Google Search,Desktop 
ENR1259,Gaurav Natarajan,44,Female,vadodara,Docker & Kubernetes,DEVOPS,Rs 12499,Failed,Incomplete,CORP50,Jan,2024,YouTube Ad,Desktop 
ENR1260,Priyanka Solanki,,male, Chennai,Cyber Security Fundamentals,Cyber security,INR 9999,Paid,Incomplete,REFER10,Feb,2024,Google Search,desktop
ENR1261,,26,F,Chandigarh,Python Programming Basics,Programing,Rs 3999,Paid,Completed,FESTIVE30,Sep,2023,WhatsApp Group,Tablet
ENR1262,ADITYA BOSE,42,FEMALE,NAGPUR,Advanced Excel Dashboarding,PROGRAMMING,Rs 3499,Paid,Completed,CORP50,Apr,2023,College Partnership,Desktop
ENR1361,Vivek Bhosale,45,M,Coimbtor,Full Stack Web Development,web dev,₹14999,Failed,Incomplete,ALUMNI20,May,2023,Google Search,Tablet
ENR1264,Lokesh Solanki,38,F,Gurugram,Tableau for Analysts,Business Analytics,6499,Failed,Incomplete,ALUMNI20,May,2023,LinkedIn Post,MOBILE
ENR1265,Asha Natarajan,34,,MYSORE,Cyber Security Fundamentals,CYBER SECURITY,₹9999,Failed,Incomplete,SUMMER25,Feb,2023,YouTube Ad,mobile
ENR1266,BHAVNA THAKUR,43,Female,VIZAG,Excel for Business,business analytics,INR 2999,Failed,Incomplete,,Dec,2024,YouTube Ad,Desktop
ENR1267,Naresh Parikh,24,F,Heyderabad,ML with Scikit-Learn,Machne Learning,Rs.9499,Failed,Incomplete,,Nov,2024,LinkedIn Post,mobile
ENR1400,Vinod Gowda,34,Female,Visakhapatnam,AI for Business Leaders,AI,Rs. 11999,Pending,Incomplete,,Oct,2024,Facebook Ad,desktop
ENR1269,hemlata kulkarni,29,FEMALE,CHANDIGARH,Ethical Hacking Bootcamp,CYBER SECURITY,Rs. 13999,Paid,Incomplete,,Aug,2023,Google Search,
ENR1270,Tarun Patel,44,FEMALE,Mumbai,Linux for DevOps,Dev Ops,6999,Paid,Completed,CORP50,Dec,2023,YouTube Ad,mobile
ENR1271,Archana Verma,22,Male,BANGALORE,Digital Marketing Pro,Digitall Marketing,Rs.5999,Paid,Completed,,Mar,2023,WhatsApp Group,mobile
ENR1272,Geeta Venkatesh,45,male,BHOPAL,Network Security Essentials,CYBER SECURITY,₹8499,Paid,Completed,WELCOME10,Nov,2024,College Partnership,MOBILE
ENR1273,Mythili Gowda,21,M,New Delhi,ML with Scikit-Learn,ML,INR 9499,Failed,Incomplete,,Nov,2023,College Partnership,Tablet
ENR1274,Juhi Bhat,20,M,kolkatta,Ethical Hacking Bootcamp,cyber security,Rs 13999,Pending,Incomplete,SUMMER25,Dec,2024,YouTube Ad,Desktop
ENR1275,Shalini Singh,19,male,Ahemdabad,Django for Beginners,Web Dev,Rs.7999,Failed,Incomplete,EARLYBIRD,Jun,2024,Facebook Ad,Desktop 
ENR1396,,18,MALE,bhubaneswar,ML with Scikit-Learn,Machne Learning,INR. 9499,Failed,Incomplete,,Aug,2024,Facebook Ad,Desktop
ENR1277,Ravi Menon,28,M, Mumbai,Power BI Analytics,BUSINESS ANALYTICS,INR. 7499,Paid,Completed,WELCOME10,May,2023,LinkedIn Post,Tablet
ENR1278,Asha Desai,33,M,LUCKNOW,Advanced Excel Dashboarding,programing,INR 3499,Failed,Incomplete,,Jul,2024,Friend Referral,Tablet
ENR1279,Manoj Verma,38,M,KOLKATA,Django for Beginners,Web development,Rs 7999,Failed,Incomplete,,Jun,2024,YouTube Ad,mobile
ENR1486,Preeti Gowda,23,Female,Chandigarh,Digital Marketing Pro,Digital marketing,Rs.5999,Paid,Completed,WELCOME10,May,2023,Friend Referral,
ENR1281,Sunita Verma,40,Male, Noida,Google Cloud Essentials,CLOUD COMPUTING,Rs 10999,Paid,Completed,WELCOME10,Apr,2023,Friend Referral,Tablet
ENR1282,Ananya Singh,33,Male,Chennai,ML with Scikit-Learn,Machne Learning,₹9499,Failed,Incomplete,FESTIVE30,Aug,2023,WhatsApp Group,Desktop
ENR1283,Ramesh More,28,Female,patna,NLP with Python,Artificial intelligence,Rs 15999,Paid,Completed,,Jul,2024,Facebook Ad,Desktop
ENR1284,karthik chopra,20,M,baroda,Linux for DevOps,DevOPS,Rs 6999,Paid,Completed,FESTIVE30,Aug,2024,College Partnership,Mobile
ENR1285,Mahesh Kamath,35,M,hydrabad,Cyber Security Fundamentals,Cybersecurity,Rs.9999,Paid,Completed,SUMMER25,Sep,2023,College Partnership,Mobile
ENR1286,Mahesh Chopra,25,female,Banglore,CI/CD Pipeline Mastery,Devops,INR. 11999,Paid,Completed,SUMMER25,Aug,2023,Instagram Ad,desktop
ENR1287,Rahul Patel,24,Male,cochin,Power BI Analytics,Business Analytics,₹7499,Paid,Completed,,Jul,2023,LinkedIn Post,Desktop 
ENR1288,Divya Bhosale,27,F,RANCHI,Content Marketing Strategy,Digitall Marketing,3499,Paid,Completed,,Jun,2023,YouTube Ad,Mobile
ENR1289,Lokesh Kumar,40,,Surt,DevOps Foundations,Devops,Rs 10499,Paid,Completed,NEW20,Dec,2024,LinkedIn Post,MOBILE
ENR1290,Monika Trivedi,39,Female,Puna,Social Media Marketing,digital marketing,INR 3999,Failed,Incomplete,REFER10,Mar,2024,Facebook Ad,MOBILE
ENR1291,Kavitha Parikh,20,female,Surat,Java for Beginners,PROGRAMMING,Rs.4499,Paid,Incomplete,STUDENT15,Nov,2024,LinkedIn Post,Desktop
ENR1292,Bhaskar Krishnan,43,Female,Vishakhapatnam,SEO & SEM Masterclass,Digitall Marketing,Rs 4999,Failed,Incomplete,,Aug,2024,WhatsApp Group,Desktop 
ENR1293,Neha Desai,21,F,Kochi,NLP with Python,Artifical Intelligence,INR 15999,Failed,Incomplete,FLASHSALE,May,2024,Friend Referral,Desktop
ENR1429,,21,M,Kolkatta,Cyber Security Fundamentals,cyber security,INR 9999,Pending,Incomplete,CORP50,Jun,2024,Email Campaign,MOBILE
ENR1295, Kavitha Bhosale,32,female,Bhopl,Social Media Marketing,Digital marketing,3999,Paid,Completed,,Sep,2024,Google Search,MOBILE
ENR1296,,,M,Mysuru,Statistics for Data Science, Data Science,INR. 7999,Paid,Completed,FESTIVE30,Jun,2023,Google Search,mobile
ENR1297,Lakshmi Chaudhary,43,MALE,Chandigarh,Business Intelligence Reporting,Busniess Analytics,6999,Paid,Completed,,Nov,2024,Google Search,mobile
ENR1298,radha menon,19,FEMALE,mysore,Docker & Kubernetes,Devops,INR. 12499,Paid,Incomplete,,Feb,2024,Instagram Ad,desktop
ENR1299,Ankita Srivastava,45,FEMALE,Mysuru,Content Marketing Strategy,Digital Marketing,INR. 3499,Paid,Completed,,Jan,2023,Google Search,desktop
ENR1300,Ankit Saxena,37,Female,Pune ,Power BI Analytics,Business Analytics,7499,Paid,Completed,REFER10,Feb,2023,Google Search,mobile
ENR1301,Revathi Dubey,36,M,patna,Linux for DevOps,DevOps,INR 6999,Pending,Incomplete,,Oct,2023,Instagram Ad,
ENR1302,,21,female,mysuru,Docker & Kubernetes,Devops,Rs.12499,Failed,Incomplete,REFER10,Oct,2024,Google Search,Mobile
ENR1303,,23,,Lucknow,Advanced Excel Dashboarding,Programing,INR. 3499,Failed,Incomplete,,Jun,2024,Email Campaign,Desktop
ENR1304,Vikram Patel,32,Male,kolkatta,Java for Beginners,Programming,₹4499,Paid,Completed,,Jun,2023,College Partnership,Mobile
ENR1325,Leela Kulkarni,,female,Bengaluru,AI for Business Leaders,artificial Intelligence,Rs. 11999,Failed,Incomplete,,Sep,2023,Google Search,Desktop 
ENR1306, Abhishek Das,20,Female,ranchi,Google Cloud Essentials,CLOUD COMPUTING,Rs. 10999,Failed,Incomplete,SUMMER25,Jan,2024,Email Campaign,
ENR1307,Preeti Hegde,35,Female,Patna,CI/CD Pipeline Mastery,Dev Ops,₹11999,Failed,Incomplete,,Apr,2023,LinkedIn Post,desktop
ENR1308,Vishal Krishnan,20,MALE,Bhuvaneshwar,Excel for Business,Busniess Analytics,INR. 2999,Paid,Completed,,Apr,2024,Friend Referral,Mobile
ENR1309,Sandeep Goswami,39,FEMALE,Chenni,Social Media Marketing,digital marketing,Rs.3999,Paid,Completed,,Nov,2023,Email Campaign,
ENR1310,Sarika Agarwal,41,male,Bhopl,SEO & SEM Masterclass,Digitall Marketing,Rs.4999,Paid,Completed,,Nov,2024,Google Search,MOBILE
ENR1311,,19,male,Gurgoan,Deep Learning Essentials,artificial intelligence,Rs.18499,Paid,Completed,,Oct,2024,Instagram Ad,Tablet
ENR1312,Kunal Thakur,39,,INDORE,Django for Beginners,Web Development,Rs 7999,Failed,Incomplete,REFER10,Sep,2023,Walk-in,mobile
ENR1313,Kavitha Subramaniam,45,F,Bhuvaneshwar,ML with Scikit-Learn,Machine Learning,Rs 9499,Paid,Completed,,Sep,2024,Facebook Ad,MOBILE
ENR1314,Usha Mane,18,female,Puna,Content Marketing Strategy,Digital marketing,Rs. 3499,Paid,Incomplete,,Oct,2024,College Partnership,Desktop
ENR1315,Ananya Gowda,20,FEMALE,jaipuur,Ethical Hacking Bootcamp,CYBER SECURITY,13999,Failed,Incomplete,,Oct,2023,Google Search,Mobile
ENR1316,Priya Tiwari,42,Female, Bhopal,Advanced Excel Dashboarding,programing,Rs. 3499,Paid,Completed,WELCOME10,Jun,2024,Instagram Ad,Tablet
ENR1317,Swati Nair,41,MALE,Luckhnow,Docker & Kubernetes,devops,INR. 12499,Paid,Incomplete,,Aug,2023,Friend Referral,Desktop 
ENR1318,,20,FEMALE,Mysore,Python for Data Science,Data science,8999,Paid,Incomplete,,Mar,2023,YouTube Ad,
ENR1319,RAMESH TIWARI,32,female,RANCHI,SEO & SEM Masterclass,Digital marketing,Rs 4999,Failed,Incomplete,REFER10,Sep,2023,Email Campaign,Mobile
ENR1320,Suresh Solanki,31,F,LUCKNOW,Content Marketing Strategy,digital Markting,Rs.3499,Paid,Completed,REFER10,Aug,2024,LinkedIn Post,desktop
ENR1321,,24,FEMALE,Bhubneswar,Time Series Forecasting,machine learning,Rs 10999,Pending,Incomplete,FESTIVE30,Aug,2024,YouTube Ad,mobile
ENR1322,GEETA JADHAV,43,male,Bangalore,Business Intelligence Reporting,BUSINESS ANALYTICS,Rs 6999,Failed,Incomplete,,Dec,2023,WhatsApp Group,
ENR1323,Rajeev Pandey,35,Female,Chandighar,Cyber Security Fundamentals,Cybersecurity,INR 9999,Paid,Incomplete,SUMMER25,Nov,2023,Instagram Ad,Desktop
ENR1324,Rajesh Subramaniam,36,FEMALE,Mumbai,Time Series Forecasting,Machine Learning,INR. 10999,Failed,Incomplete,FESTIVE30,Jun,2024,Friend Referral,desktop
ENR1325,Leela Kulkarni,,female,Bengaluru,AI for Business Leaders,artificial Intelligence,Rs. 11999,Failed,Incomplete,,Sep,2023,Google Search,Desktop 
ENR1326,Shobha Deshpande,44,female,Nagpur,AI for Business Leaders,Artificial Intelligence,INR. 11999,Paid,Completed,EARLYBIRD,May,2023,Google Search,desktop
ENR1327,Mahesh Malhotra,34,female,ahemdabad,Advanced Excel Dashboarding,Programming,3499,Paid,Completed,EARLYBIRD,Sep,2023,Google Search,Mobile
ENR1328,Priya Srivastava,31,FEMALE, Indore,Deep Learning Essentials,ML,₹18499,Failed,Incomplete,ALUMNI20,Dec,2023,YouTube Ad,Desktop 
ENR1329,Archana Chauhan,40,F, Indore,Cyber Security Fundamentals,CyberSecurity,Rs. 9999,Failed,Incomplete,,May,2024,Google Search,Mobile
ENR1330,,22,MALE,Chennai ,Deep Learning Essentials,artificial intelligence,INR 18499,Paid,Incomplete,FESTIVE30,Dec,2023,LinkedIn Post,MOBILE
ENR1331,,29,MALE,vizag,Content Marketing Strategy,Digital Marketing,INR 3499,Paid,Completed,,Oct,2024,Walk-in,desktop
ENR1332,Rekha Bhosale,27,FEMALE,Patna,Python for Data Science,Data Science,INR 8999,Paid,Incomplete,,Sep,2023,LinkedIn Post,mobile
ENR1333,Archana Mehta,39,F,chandigarh,AI for Business Leaders,artificial Intelligence,Rs 11999,Pending,Incomplete,FESTIVE30,Apr,2024,Google Search,Desktop
ENR1334,Rahul Krishnan,30,Male,Kolkata,Django for Beginners,Web development,₹7999,Paid,Completed,,Sep,2024,Email Campaign,desktop
ENR1335,Ashok Patil ,34,Female,Visakhapatnam,Excel for Business,Busniess Analytics,INR. 2999,Paid,Completed,NEW20,Dec,2024,YouTube Ad,mobile
ENR1336,Varun Venkatesh,,Female,MYSORE,Google Cloud Essentials,CLOUD COMPUTING,Rs. 10999,Pending,Incomplete,,Feb,2024,YouTube Ad,mobile
ENR1337,Vikram Swamy,34,Male,chandigarh,Network Security Essentials,CYBER SECURITY,INR. 8499,Failed,Incomplete,FESTIVE30,Dec,2024,Google Search,MOBILE
ENR1338,Komal Desai,34,male, Kochi,AWS Cloud Practitioner,cloud compuing,INR. 12999,Paid,Incomplete,ALUMNI20,Oct,2024,WhatsApp Group,Mobile
ENR1339,Vishal Saxena,39,FEMALE,Cochin,React & Node.js Bootcamp,Web development,Rs. 13999,Paid,Completed,EARLYBIRD,Jun,2024,Friend Referral,MOBILE
ENR1340,Swati Pandey,24,MALE,Ahemdabad,NLP with Python,Artificial Intelligence,Rs 15999,Failed,Incomplete,REFER10,Feb,2024,YouTube Ad,Desktop 
ENR1341,Juhi Das,36,,MYSORE,Django for Beginners,web dev,Rs.7999,Pending,Incomplete,REFER10,Jun,2023,Google Search,Desktop 
ENR1342,Arjun Pillai,40,female,Banglore,React & Node.js Bootcamp,web dev,Rs 13999,Paid,Incomplete,WELCOME10,Jul,2024,Instagram Ad,Tablet
ENR1343,Preeti Menon,39,M,nagpur,Digital Marketing Pro,digital Markting,INR. 5999,Paid,Completed,,Mar,2024,Instagram Ad,Mobile
